日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
106/04/25,"18,423,131","239,920,153",13.35,13.35,12.80,13.10,+0.10,"2,532"
106/04/26,"18,615,746","251,210,090",13.35,13.70,13.25,13.50,+0.40,"3,499"
106/04/27,"14,838,745","199,155,087",13.50,13.60,13.00,13.40,-0.10,"2,633"
106/04/28,"39,021,437","524,701,436",12.60,13.90,12.60,13.45,+0.05,"5,060"
106/05/02,"10,833,790","145,734,006",13.45,13.70,13.35,13.35,-0.10,"2,028"
106/05/03,"25,335,404","324,670,120",13.45,13.45,12.40,12.70,-0.65,"3,712"
106/05/04,"8,817,684","113,888,982",12.80,13.15,12.70,12.85,+0.15,"1,714"
106/05/05,"9,807,908","126,424,592",12.95,13.05,12.80,12.85, 0.00,"1,542"
106/05/08,"45,410,443","544,445,405",12.70,12.85,11.60,11.60,-1.25,"6,654"
106/05/09,"28,521,671","342,999,371",11.50,12.35,11.50,12.35,+0.75,"4,463"
106/05/10,"16,923,407","214,813,591",12.40,13.00,12.35,13.00,+0.65,"2,446"
106/05/11,"9,200,755","116,851,344",13.00,13.00,12.40,12.70,-0.30,"2,015"
106/05/12,"13,394,281","166,036,182",12.70,12.70,12.25,12.45,-0.25,"2,311"
106/05/15,"12,257,062","156,396,441",12.60,12.95,12.50,12.80,+0.35,"1,895"
106/05/16,"11,950,870","147,286,977",12.80,12.80,12.05,12.50,-0.30,"1,140"
106/05/17,"19,227,440","249,075,624",12.90,13.10,12.60,13.10,+0.60,"2,312"
106/05/18,"34,771,843","483,939,928",14.30,14.30,13.40,13.45,+0.35,"3,059"
106/05/19,"32,225,082","448,849,540",13.45,14.00,13.45,13.95,+0.50,"3,137"
106/05/22,"22,123,479","311,301,396",14.00,14.20,13.95,14.10,+0.15,"2,311"
106/05/23,"16,263,882","224,934,024",14.05,14.05,13.65,14.00,-0.10,"1,618"
106/05/24,"16,679,202","234,031,656",13.95,14.10,13.95,14.00, 0.00,"2,016"
106/05/25,"15,838,519","222,087,048",14.00,14.10,13.95,14.00, 0.00,"2,022"
106/05/26,"10,026,955","140,018,317",14.00,14.00,13.90,13.90,-0.10,"1,528"
106/05/31,"31,692,356","451,338,812",14.15,14.40,14.15,14.40,+0.50,"3,711"
106/06/01,"135,483,299","2,051,728,135",14.90,15.80,14.50,15.20,+0.80,"19,985"
106/06/02,"170,458,561","2,769,080,702",15.50,16.70,15.50,16.70,+1.50,"29,457"
106/06/03,"79,855,992","1,330,882,608",16.70,17.00,16.00,17.00,+0.30,"18,939"
106/06/05,"80,570,514","1,350,887,774",16.80,16.95,16.50,16.80,-0.20,"19,259"
106/06/06,"102,893,792","1,829,342,832",16.95,18.30,16.95,17.95,+1.15,"22,778"
106/06/07,"92,064,887","1,650,336,266",18.00,18.45,17.50,17.85,-0.10,"20,781"
106/06/08,"43,661,070","780,008,134",17.65,18.15,17.60,17.85, 0.00,"13,091"
106/06/09,"103,698,814","1,753,426,853",17.70,17.75,16.40,17.00,-0.85,"24,658"
106/06/12,"42,762,554","716,178,494",16.50,17.05,16.20,16.80,-0.20,"11,341"
106/06/13,"32,699,509","543,295,528",16.90,17.00,16.40,16.45,-0.35,"8,759"
106/06/14,"74,389,369","1,227,608,795",17.15,17.20,15.90,16.10,-0.35,"13,405"
106/06/15,"48,779,212","777,320,530",16.10,16.20,15.70,16.00,-0.10,"10,746"
106/06/16,"60,002,439","998,352,709",16.10,16.95,16.05,16.75,+0.75,"12,954"
106/06/19,"47,680,241","808,050,276",16.85,17.30,16.55,16.90,+0.15,"9,987"
106/06/20,"68,591,843","1,150,468,749",17.00,17.15,16.50,16.60,-0.30,"14,784"
106/06/21,"41,602,655","686,806,725",16.50,16.75,16.35,16.75,+0.15,"8,962"
106/06/22,"27,978,319","461,546,096",16.75,16.80,16.35,16.40,-0.35,"9,135"
106/06/23,"41,199,453","668,288,725",16.45,16.70,15.90,16.20,-0.20,"9,619"
106/06/26,"30,801,359","492,123,366",16.15,16.20,15.80,15.95,-0.25,"7,877"
106/06/27,"55,089,180","905,626,667",16.10,16.80,16.10,16.25,+0.30,"11,162"
106/06/28,"86,379,682","1,355,493,058",15.80,16.40,15.15,16.25, 0.00,"20,800"
106/06/29,"79,327,787","1,313,189,371",16.30,16.75,16.30,16.60,+0.35,"15,688"
106/06/30,"63,187,389","1,049,943,854",16.60,16.75,16.25,16.70,+0.10,"11,083"
106/07/03,"90,539,451","1,552,310,122",17.30,17.50,16.80,16.80,+0.10,"17,640"
106/07/04,"19,690,958","329,060,933",16.65,16.95,16.55,16.60,-0.20,"6,060"
106/07/05,"27,498,227","448,519,053",16.60,16.70,16.10,16.20,-0.40,"7,053"
106/07/06,"25,698,830","423,158,776",16.35,16.65,16.30,16.60,+0.40,"7,206"
106/07/07,"35,347,686","592,085,550",16.60,16.90,16.40,16.80,+0.20,"7,620"
106/07/10,"39,367,498","660,668,311",17.00,17.10,16.45,16.50,-0.30,"7,542"
106/07/11,"25,425,032","422,630,232",16.60,16.75,16.50,16.70,+0.20,"5,276"
106/07/12,"40,762,450","680,991,888",16.75,16.80,16.60,16.65,-0.05,"12,030"
106/07/13,"45,347,770","738,066,220",16.50,16.60,16.15,16.15,-0.50,"10,435"
106/07/14,"93,870,020","1,493,667,785",16.20,16.35,15.35,15.50,-0.65,"17,730"
106/07/17,"116,790,540","1,755,197,523",15.55,15.90,14.70,14.75,-0.75,"21,782"
106/07/18,"51,811,631","765,006,917",14.70,14.95,14.55,14.90,+0.15,"11,105"
106/07/19,"71,433,591","1,105,577,909",15.25,15.75,15.25,15.60,+0.70,"14,422"
106/07/20,"51,565,303","783,290,094",15.60,15.60,14.90,15.00,-0.60,"10,270"
106/07/21,"53,233,987","820,592,833",15.20,15.65,15.00,15.50,+0.50,"13,785"
106/07/24,"27,891,369","433,039,626",15.45,15.70,15.30,15.50, 0.00,"5,895"
106/07/25,"83,154,115","1,347,639,955",16.20,16.40,16.10,16.15,+0.65,"15,690"
106/07/26,"97,858,079","1,625,213,502",16.50,16.90,16.40,16.85,+0.70,"18,271"
106/07/27,"59,059,690","993,535,729",17.00,17.20,16.55,16.60,-0.25,"12,956"
106/07/28,"36,316,855","600,189,284",16.70,16.75,16.25,16.75,+0.15,"9,759"
106/07/31,"29,367,771","488,550,131",16.90,16.95,16.45,16.50,-0.25,"8,105"
106/08/01,"38,935,886","630,636,065",16.50,16.50,15.90,15.90,-0.60,"10,385"
106/08/02,"38,284,600","620,669,188",16.05,16.50,15.90,16.35,+0.45,"11,396"
106/08/03,"30,973,614","508,090,967",16.40,16.65,16.25,16.30,-0.05,"8,836"
106/08/04,"67,628,885","1,129,504,344",16.50,16.90,16.45,16.80,+0.50,"12,367"
106/08/07,"66,656,363","1,132,520,612",17.00,17.10,16.85,17.00,+0.20,"15,971"
106/08/08,"140,733,332","2,454,657,863",17.45,17.75,17.00,17.60,+0.60,"25,490"
106/08/09,"76,477,303","1,345,457,151",17.55,17.85,17.15,17.20,-0.40,"18,788"
106/08/10,"63,669,535","1,081,604,059",17.35,17.50,16.50,16.85,-0.35,"11,050"
106/08/11,"56,264,595","949,611,863",16.70,17.05,16.50,16.90,+0.05,"10,740"
106/08/14,"57,517,400","966,424,102",16.90,17.20,16.50,16.55,-0.35,"11,721"
106/08/28,"3,352,274","124,034,138",37.00,37.00,37.00,37.00,X0.00,"2,384"
106/08/29,"83,913,610","3,415,218,064",40.70,40.70,40.60,40.70,+3.70,"22,193"
106/08/30,"156,751,480","6,748,555,864",41.30,44.25,41.30,43.60,+2.90,"48,743"
106/08/31,"80,046,577","3,453,308,834",44.60,45.00,41.80,42.10,-1.50,"32,137"
106/09/01,"48,268,734","2,064,214,892",42.00,43.60,41.95,42.80,+0.70,"18,059"
106/09/04,"76,843,491","3,423,093,121",43.00,45.50,43.00,45.15,+2.35,"26,085"
106/09/05,"89,524,708","4,232,667,384",45.50,48.70,45.50,48.50,+3.35,"34,429"
106/09/06,"67,281,059","3,263,164,365",48.30,49.90,47.20,48.00,-0.50,"26,848"
106/09/07,"67,204,771","3,173,454,114",49.05,49.45,45.75,46.50,-1.50,"24,141"
106/09/08,"45,699,286","2,180,896,258",48.05,48.55,47.10,47.55,+1.05,"17,455"
106/09/11,"39,492,225","1,897,628,412",48.00,48.60,47.40,48.30,+0.75,"14,385"
106/09/12,"67,411,443","3,318,096,327",49.05,50.10,48.20,48.35,+0.05,"23,161"
106/09/13,"36,212,585","1,768,656,923",49.40,49.70,48.05,48.30,-0.05,"13,191"
106/09/14,"32,674,470","1,544,145,724",47.85,47.90,46.75,47.30,-1.00,"12,559"
106/09/15,"72,332,658","3,482,870,045",47.90,48.35,47.55,48.35,+1.05,"11,447"
106/09/18,"68,632,544","3,391,352,092",48.90,50.10,48.70,48.70,+0.35,"23,519"
106/09/19,"83,418,707","4,165,014,418",49.40,50.70,48.90,49.50,+0.80,"25,027"
106/09/20,"27,768,192","1,373,701,765",50.00,50.20,48.70,49.25,-0.25,"9,623"
106/09/21,"29,739,130","1,483,320,297",49.65,50.10,49.35,49.90,+0.65,"11,669"
106/09/22,"50,001,766","2,465,786,309",50.20,50.70,48.55,48.70,-1.20,"16,616"
106/09/25,"32,553,685","1,550,847,645",48.90,49.05,46.90,47.05,-1.65,"12,655"
106/09/26,"38,703,688","1,783,795,048",46.50,47.20,45.55,45.80,-1.25,"15,297"
106/09/27,"22,776,633","1,050,181,779",46.10,46.80,45.65,45.70,-0.10,"8,921"
106/09/28,"58,572,232","2,609,870,483",46.50,46.60,43.75,45.00,-0.70,"22,551"
106/09/29,"29,838,275","1,356,265,031",45.05,46.30,44.55,46.30,+1.30,"12,914"
106/09/30,"26,432,994","1,256,857,755",46.80,48.30,46.50,48.30,+2.00,"10,128"
106/10/02,"24,828,238","1,199,967,813",48.65,48.75,47.80,48.35,+0.05,"9,344"
106/10/03,"15,680,544","753,404,600",48.20,48.55,47.70,47.85,-0.50,"5,856"
106/10/05,"32,959,267","1,615,706,783",49.00,49.25,48.60,49.10,+1.25,"10,693"
106/10/06,"38,273,777","1,898,298,428",49.10,50.30,48.60,50.30,+1.20,"15,618"
106/10/11,"105,982,389","5,764,875,693",54.00,55.30,52.60,54.60,+4.30,"32,642"
106/10/12,"62,682,114","3,493,751,424",55.00,56.40,54.90,56.00,+1.40,"22,899"
106/10/13,"85,663,241","5,010,242,067",55.60,60.00,55.10,59.70,+3.70,"30,723"
106/10/16,"49,511,753","2,949,265,420",60.00,60.40,58.60,58.60,-1.10,"19,054"
106/10/17,"50,497,814","2,882,178,013",58.20,58.20,56.10,56.50,-2.10,"21,236"
106/10/18,"29,598,517","1,679,300,169",57.10,57.80,55.70,57.00,+0.50,"12,373"
106/10/19,"25,446,294","1,487,561,489",57.50,59.30,57.20,58.10,+1.10,"10,944"
106/10/20,"45,382,940","2,698,854,833",58.10,60.10,57.30,60.10,+2.00,"16,558"
106/10/23,"41,978,163","2,507,256,063",60.80,60.90,58.50,58.50,-1.60,"15,976"
106/10/24,"22,926,237","1,342,327,174",58.20,59.40,57.60,59.00,+0.50,"10,461"
106/10/25,"37,235,927","2,177,180,683",60.00,60.20,57.30,57.30,-1.70,"14,624"
106/10/26,"37,562,174","2,186,442,788",56.90,59.40,56.50,59.30,+2.00,"14,755"
106/10/27,"119,938,834","6,692,181,788",57.10,57.60,54.00,54.50,-4.80,"42,026"
106/10/30,"69,501,211","3,668,172,353",55.10,55.50,51.10,52.70,-1.80,"26,753"
106/10/31,"39,136,692","2,134,207,260",53.70,55.20,52.90,55.00,+2.30,"15,968"
106/11/01,"26,431,475","1,468,600,146",56.40,56.60,54.50,54.80,-0.20,"10,559"
106/11/02,"16,107,696","884,014,084",54.80,55.60,54.30,54.70,-0.10,"6,551"
106/11/03,"18,199,766","1,002,637,014",55.20,55.80,54.50,54.70, 0.00,"7,731"
106/11/06,"19,913,136","1,094,059,524",55.20,55.70,54.50,54.60,-0.10,"7,283"
106/11/07,"55,831,048","3,181,604,468",55.50,58.30,55.00,57.90,+3.30,"22,637"
106/11/08,"59,811,927","3,327,595,588",57.00,57.70,54.50,54.60,-3.30,"23,870"
106/11/09,"49,054,501","2,618,088,666",53.90,55.60,51.70,52.30,-2.30,"21,065"
106/11/10,"60,014,025","3,071,714,650",51.50,52.40,49.80,52.00,-0.30,"21,243"
106/11/13,"93,424,479","4,611,472,237",51.90,52.60,47.20,47.80,-4.20,"34,008"
106/11/14,"88,917,461","4,432,065,195",49.50,51.20,48.25,49.90,+2.10,"32,983"
106/11/15,"33,042,858","1,644,520,097",49.80,50.50,49.00,49.85,-0.05,"14,079"
106/11/16,"33,357,075","1,657,303,182",50.20,50.80,48.90,49.35,-0.50,"15,544"
106/11/17,"41,693,705","2,110,758,905",49.95,51.50,49.90,51.20,+1.85,"16,737"
106/11/20,"30,390,003","1,580,473,827",51.50,52.50,51.40,51.70,+0.50,"12,792"
106/11/21,"22,452,619","1,162,885,337",52.60,52.60,51.30,51.70, 0.00,"9,363"
106/11/22,"34,913,912","1,780,573,300",52.30,52.40,49.85,50.00,-1.70,"14,424"
106/11/23,"95,365,399","4,529,666,589",49.30,49.70,46.30,46.35,-3.65,"38,183"
106/11/24,"71,895,623","3,326,854,897",46.60,47.70,44.40,47.45,+1.10,"29,247"
106/11/27,"36,081,521","1,733,082,058",47.90,48.45,47.55,48.00,+0.55,"13,761"
106/11/28,"64,880,119","3,065,617,133",48.50,49.20,45.90,45.90,-2.10,"27,214"
106/11/29,"86,530,552","3,946,997,457",46.00,47.10,44.65,45.15,-0.75,"34,015"
106/11/30,"215,207,958","10,009,814,711",43.80,47.40,43.50,47.40,+2.25,"37,227"
106/12/01,"75,580,646","3,515,348,116",47.85,47.85,45.95,46.15,-1.25,"20,538"
106/12/04,"29,408,051","1,368,776,264",46.95,47.45,45.80,46.50,+0.35,"11,339"
106/12/05,"30,304,949","1,411,490,390",46.20,47.15,45.90,46.50, 0.00,"11,074"
106/12/06,"50,136,311","2,256,623,681",46.50,47.00,43.60,43.60,-2.90,"18,526"
106/12/07,"111,607,067","4,555,106,013",43.60,44.45,39.25,39.30,-4.30,"38,665"
106/12/08,"149,473,602","5,743,143,871",38.20,40.70,36.10,39.85,+0.55,"46,783"
106/12/11,"53,301,407","2,156,113,390",40.50,41.75,38.65,41.20,+1.35,"20,274"
106/12/12,"34,193,679","1,414,928,075",41.40,42.00,40.80,40.95,-0.25,"12,671"
106/12/13,"63,249,867","2,725,520,307",41.05,44.60,41.05,43.70,+2.75,"23,972"
106/12/14,"57,170,539","2,504,730,602",44.50,45.25,41.80,42.50,-1.20,"21,115"
106/12/15,"28,681,297","1,209,815,815",42.30,42.70,41.60,42.40,-0.10,"10,307"
106/12/18,"16,944,785","724,584,370",43.00,43.20,42.00,42.00,-0.40,"6,590"
106/12/19,"31,532,009","1,366,365,447",42.60,44.00,42.40,43.70,+1.70,"13,033"
106/12/20,"15,283,195","664,065,936",43.80,44.00,43.00,43.10,-0.60,"6,913"
106/12/21,"34,494,562","1,494,945,813",43.20,44.85,42.15,43.90,+0.80,"11,876"
106/12/22,"40,257,143","1,707,917,356",43.50,43.65,41.80,42.00,-1.90,"14,900"
106/12/25,"30,827,894","1,263,987,847",41.65,41.90,40.50,40.50,-1.50,"11,549"
106/12/26,"29,278,217","1,200,918,233",40.80,42.10,40.30,40.30,-0.20,"11,227"
106/12/27,"13,306,618","545,076,596",40.80,41.30,40.70,40.90,+0.60,"5,664"
106/12/28,"30,663,741","1,288,340,587",41.40,42.80,41.15,42.80,+1.90,"10,481"
106/12/29,"86,405,594","3,894,965,943",43.60,46.75,43.55,44.20,+1.40,"29,594"
107/01/02,"26,914,371","1,178,549,107",44.95,44.95,42.80,43.60,-0.60,"10,622"
107/01/03,"17,918,662","796,296,299",44.60,44.95,44.10,44.35,+0.75,"7,526"
107/01/04,"20,120,187","905,962,941",45.00,45.50,44.75,44.90,+0.55,"7,721"
107/01/05,"21,819,440","976,441,660",45.35,45.90,43.60,44.00,-0.90,"9,368"
107/01/08,"29,219,885","1,250,128,520",43.95,44.10,41.95,42.00,-2.00,"11,767"
107/01/09,"25,929,061","1,112,900,338",42.00,43.75,42.00,42.90,+0.90,"9,563"
107/01/10,"31,884,793","1,320,202,252",43.00,43.00,40.60,41.10,-1.80,"13,950"
107/01/11,"22,722,604","933,952,421",41.15,41.80,40.60,41.10, 0.00,"10,151"
107/01/12,"17,542,103","725,037,273",41.90,41.95,40.80,41.00,-0.10,"7,288"
107/01/15,"16,029,145","662,741,517",41.50,41.70,40.75,41.50,+0.50,"6,844"
107/01/16,"16,100,109","664,117,537",41.65,41.65,40.90,41.50, 0.00,"7,429"
107/01/17,"32,740,400","1,385,101,898",41.50,43.45,41.05,42.70,+1.20,"13,765"
107/01/18,"28,470,369","1,229,858,817",43.40,43.70,42.80,43.00,+0.30,"10,280"
107/01/19,"19,851,088","834,869,353",43.40,43.45,41.50,41.55,-1.45,"8,737"
107/01/22,"14,092,127","589,415,163",41.65,42.40,41.10,41.85,+0.30,"5,743"
107/01/23,"96,166,596","4,304,015,057",42.65,46.00,42.40,44.60,+2.75,"33,777"
107/01/24,"44,236,923","1,958,703,621",45.05,45.50,43.40,43.40,-1.20,"17,012"
107/01/25,"28,753,378","1,241,079,104",43.50,44.40,42.25,43.20,-0.20,"11,914"
107/01/26,"13,627,668","583,708,444",43.30,43.40,42.30,42.70,-0.50,"6,231"
107/01/29,"23,662,138","1,039,397,224",43.10,44.85,42.80,44.00,+1.30,"9,117"
107/01/30,"20,659,901","913,443,464",44.25,44.60,43.55,44.25,+0.25,"8,422"
107/01/31,"94,968,548","4,350,415,857",44.50,47.20,44.30,45.70,+1.45,"34,129"
107/02/01,"87,509,463","4,091,980,885",47.50,47.65,45.55,45.70, 0.00,"28,999"
107/02/02,"25,590,171","1,181,921,866",46.20,46.65,45.75,46.10,+0.40,"10,453"
107/02/05,"59,669,115","2,584,022,895",43.65,44.60,42.65,42.90,-3.20,"20,972"
107/02/06,"75,387,988","3,006,902,370",40.10,40.90,38.70,39.95,-2.95,"26,448"
107/02/07,"45,509,280","1,918,901,333",42.50,42.95,41.20,42.80,+2.85,"16,070"
107/02/08,"43,008,225","1,758,069,477",42.00,42.45,39.90,39.90,-2.90,"16,926"
107/02/09,"64,918,410","2,423,494,864",36.30,38.50,36.30,38.00,-1.90,"23,274"
107/02/12,"30,573,172","1,164,778,936",38.90,39.10,37.60,37.60,-0.40,"11,518"
107/02/21,"34,635,592","1,383,339,305",39.50,40.80,38.65,40.70,+3.10,"14,087"
107/02/22,"39,871,635","1,653,621,746",40.65,42.50,39.70,42.50,+1.80,"16,093"
107/02/23,"41,570,812","1,804,735,474",43.00,44.50,42.00,42.10,-0.40,"16,276"
107/02/26,"16,778,218","715,153,984",43.15,43.40,42.10,42.35,+0.25,"7,077"
107/02/27,"29,368,892","1,271,512,607",43.00,43.95,42.70,43.45,+1.10,"10,469"
107/03/01,"21,835,367","942,255,381",42.80,43.75,42.65,43.00,-0.45,"7,799"
107/03/02,"24,346,763","1,019,140,874",42.10,42.40,41.20,42.00,-1.00,"9,622"
107/03/05,"14,751,279","626,296,095",42.35,43.20,42.00,42.00, 0.00,"6,521"
107/03/06,"20,452,996","879,779,033",42.95,43.40,42.65,42.90,+0.90,"7,843"
107/03/07,"23,674,613","1,017,716,376",43.15,43.70,42.00,42.15,-0.75,"9,854"
107/03/08,"53,911,468","2,351,174,242",42.50,44.35,42.35,44.20,+2.05,"19,012"
107/03/09,"83,658,282","3,891,426,899",46.00,47.20,45.60,46.65,+2.45,"28,507"
107/03/12,"59,625,664","2,902,727,051",48.00,49.45,47.90,48.65,+2.00,"23,510"
107/03/13,"54,343,648","2,672,056,315",48.80,49.90,48.25,49.75,+1.10,"20,670"
107/03/14,"40,478,564","2,014,849,862",49.85,50.50,49.20,49.50,-0.25,"15,664"
107/03/15,"31,357,091","1,527,645,128",48.90,49.40,48.20,48.75,-0.75,"12,369"
107/03/16,"31,195,287","1,506,091,645",49.00,49.45,47.20,47.90,-0.85,"12,568"
107/03/19,"33,736,461","1,581,150,100",47.80,47.85,46.45,46.50,-1.40,"13,954"
107/03/20,"32,350,106","1,504,326,182",45.50,47.40,45.05,47.00,+0.50,"12,775"
107/03/21,"30,349,718","1,445,893,996",47.50,48.25,46.65,46.95,-0.05,"12,417"
107/03/22,"17,692,878","840,288,891",47.50,48.00,46.80,47.60,+0.65,"8,238"
107/03/23,"31,726,811","1,457,971,251",46.10,46.75,45.40,45.55,-2.05,"13,068"
107/03/26,"19,615,492","904,637,457",45.55,46.75,45.55,46.75,+1.20,"8,854"
107/03/27,"93,381,554","4,703,505,831",48.95,51.40,48.60,51.40,+4.65,"34,316"
107/03/28,"82,247,516","4,070,486,020",51.40,51.40,47.95,48.30,-3.10,"32,148"
107/03/29,"33,942,400","1,653,378,745",48.60,49.20,47.75,49.10,+0.80,"14,307"
107/03/30,"35,733,867","1,787,890,245",50.00,50.70,49.60,50.00,+0.90,"13,329"
107/03/31,"42,744,115","2,201,333,445",50.30,53.50,49.80,53.20,+3.20,"16,385"
107/04/02,"79,897,204","4,294,337,004",53.90,55.50,51.60,51.70,-1.50,"30,534"
107/04/03,"44,552,257","2,309,922,244",51.10,53.40,50.30,53.40,+1.70,"18,228"
107/04/09,"20,446,638","1,077,660,294",53.40,53.60,52.00,52.10,-1.30,"9,527"
107/04/10,"25,340,073","1,302,187,238",51.60,52.70,50.30,50.40,-1.70,"11,416"
107/04/11,"25,576,998","1,291,808,853",51.70,52.40,49.25,49.40,-1.00,"11,377"
107/04/12,"24,048,877","1,175,495,624",49.90,50.30,47.80,48.35,-1.05,"10,971"
107/04/13,"32,363,094","1,610,317,322",49.10,51.50,48.10,50.80,+2.45,"13,443"
107/04/16,"28,377,769","1,411,286,084",50.50,50.60,49.00,49.15,-1.65,"12,102"
107/04/17,"36,048,352","1,723,600,974",49.50,49.70,46.75,46.85,-2.30,"16,196"
107/04/18,"26,833,808","1,273,848,455",47.50,48.60,46.65,47.10,+0.25,"11,527"
107/04/19,"16,982,463","808,458,916",48.00,48.35,47.20,47.40,+0.30,"7,387"
107/04/20,"36,901,248","1,693,651,458",45.65,46.40,45.10,45.80,-1.60,"15,722"
107/04/23,"20,100,109","922,133,177",45.70,46.30,45.30,46.20,+0.40,"9,031"
107/04/24,"44,403,182","1,968,018,097",46.10,46.30,42.90,43.45,-2.75,"17,260"
107/04/25,"43,937,561","1,988,485,448",42.55,46.30,42.55,46.20,+2.75,"19,526"
107/04/26,"45,139,388","2,013,057,958",46.50,46.70,42.80,43.25,-2.95,"18,392"
107/04/27,"57,737,825","2,594,292,063",45.00,46.25,43.60,45.55,+2.30,"22,462"
107/04/30,"50,788,090","2,330,312,721",45.30,47.70,44.40,47.55,+2.00,"18,827"
107/05/02,"35,907,312","1,653,378,199",47.00,47.15,44.80,44.80,-2.75,"15,923"
107/05/03,"43,288,897","1,903,682,755",44.45,45.25,43.10,43.15,-1.65,"17,546"
107/05/04,"34,169,661","1,489,739,455",43.15,44.20,43.15,43.35,+0.20,"13,359"
107/05/07,"22,123,964","961,563,712",44.00,44.15,42.70,42.70,-0.65,"10,141"
107/05/08,"27,422,513","1,176,694,687",43.00,43.45,42.60,42.60,-0.10,"11,588"
107/05/09,"26,990,157","1,150,038,944",43.00,43.55,42.00,42.00,-0.60,"12,722"
107/05/10,"21,126,313","895,640,123",42.55,42.85,42.00,42.10,+0.10,"9,783"
107/05/11,"35,351,253","1,469,083,723",42.55,42.80,40.80,40.80,-1.30,"14,993"
107/05/14,"36,725,138","1,544,579,761",41.15,42.85,41.00,41.95,+1.15,"14,835"
107/05/15,"28,611,028","1,211,987,152",42.35,42.90,42.00,42.90,+0.95,"11,751"
107/05/16,"58,675,067","2,621,712,984",43.30,45.45,43.15,44.80,+1.90,"24,588"
107/05/17,"32,449,104","1,455,207,476",45.70,45.80,44.05,44.05,-0.75,"12,939"
107/05/18,"36,371,773","1,619,962,435",44.25,45.80,43.10,45.20,+1.15,"13,971"
107/05/21,"40,786,700","1,887,773,566",45.15,47.05,45.15,46.00,+0.80,"16,100"
107/05/22,"36,000,600","1,648,811,203",46.70,46.80,44.70,46.00, 0.00,"13,298"
107/05/23,"25,322,042","1,171,270,739",46.60,47.15,45.50,45.50,-0.50,"10,633"
107/05/24,"26,271,323","1,216,652,646",46.00,46.70,45.55,46.40,+0.90,"9,716"
107/05/25,"36,327,188","1,705,088,318",47.00,47.45,46.25,46.25,-0.15,"13,399"
107/05/28,"73,440,975","3,565,365,110",47.50,50.00,47.20,48.25,+2.00,"28,964"
107/05/29,"48,520,911","2,390,724,957",49.00,50.20,48.40,48.60,+0.35,"20,691"
107/05/30,"36,486,647","1,774,346,540",48.00,49.80,47.40,49.45,+0.85,"17,197"
107/05/31,"64,186,491","3,228,799,147",51.00,51.50,49.50,49.50,+0.05,"22,653"
107/06/01,"24,097,668","1,180,437,721",49.50,49.50,48.50,48.60,-0.90,"9,939"
107/06/04,"35,307,313","1,719,255,822",49.40,49.70,47.85,48.10,-0.50,"13,866"
107/06/05,"26,998,052","1,310,761,644",48.55,49.40,47.80,49.30,+1.20,"11,169"
107/06/06,"28,144,892","1,393,325,496",49.70,50.20,49.10,49.30, 0.00,"11,563"
107/06/07,"25,701,030","1,271,116,811",49.45,49.90,49.10,49.50,+0.20,"9,245"
107/06/08,"33,113,409","1,638,752,870",50.20,50.60,48.30,48.70,-0.80,"11,919"
107/06/11,"26,771,219","1,300,034,012",48.70,49.15,48.00,48.00,-0.70,"10,579"
107/06/12,"24,917,834","1,202,794,177",47.80,49.10,47.60,48.15,+0.15,"11,124"
107/06/13,"18,283,748","883,456,254",48.70,48.90,47.85,48.00,-0.15,"7,617"
107/06/14,"25,355,242","1,192,282,627",48.10,48.15,46.40,46.40,-1.60,"10,678"
107/06/15,"31,412,153","1,479,221,778",47.00,47.70,46.35,47.35,+0.95,"12,123"
107/06/19,"23,899,138","1,107,814,369",46.80,46.80,46.05,46.05,-1.30,"9,583"
107/06/20,"33,515,049","1,513,263,890",46.10,46.30,44.50,45.15,-0.90,"12,352"
107/06/21,"29,881,257","1,356,204,763",45.05,45.85,45.00,45.05,-0.10,"9,897"
107/06/22,"24,363,705","1,065,754,898",44.45,44.45,43.35,43.40,-1.65,"10,625"
107/06/25,"17,879,009","784,934,804",43.55,44.40,43.50,44.05,+0.65,"7,217"
107/06/26,"20,515,608","903,371,908",43.65,45.30,43.20,45.30,+1.25,"8,286"
107/06/27,"24,977,884","1,103,824,965",44.80,45.05,43.45,43.45,-1.85,"10,429"
107/06/28,"17,643,188","763,164,963",43.00,43.75,42.60,43.10,-0.35,"7,936"
107/06/29,"23,016,064","999,450,787",43.50,43.70,42.95,43.40,+0.30,"8,781"
107/07/02,"38,672,010","1,659,333,682",43.50,44.15,41.45,41.50,-1.90,"14,237"
107/07/03,"30,809,633","1,295,381,909",42.00,42.65,41.20,41.55,+0.05,"12,054"
107/07/04,"15,098,103","637,745,577",42.05,43.05,41.55,43.00,+1.45,"6,318"
107/07/05,"17,229,423","733,018,724",42.55,43.20,41.80,41.80,-1.20,"6,913"
107/07/06,"18,421,610","764,667,344",42.20,42.60,41.00,41.00,-0.80,"8,161"
107/07/09,"24,813,040","1,018,760,895",40.85,41.65,40.55,40.95,-0.05,"8,600"
107/07/10,"32,957,281","1,395,864,016",41.25,43.70,41.10,43.55,+2.60,"11,393"
107/07/11,"26,024,551","1,098,135,216",42.80,43.10,41.50,41.60,-1.95,"10,836"
107/07/12,"40,774,424","1,747,348,584",41.60,43.70,41.60,43.50,+1.90,"13,470"
107/07/13,"52,024,437","2,293,894,793",44.15,44.75,43.15,43.20,-0.30,"17,045"
